Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
7	14815488	14821463	VIT_07s0191g00060
2	3644671	3649056	VIT_02s0025g04120
18	7880335	7881000	VIT_18s0001g09400
14	807800	817337	VIT_14s0060g01070
5	4894490	4901415	VIT_05s0020g03150
3	4762346	4762540	VIT_03s0063g01300
14	28259042	28259932	VIT_14s0066g01990
Un	10678663	10680042	VIT_00s0194g00210
14	17180807	17183309	VIT_14s0006g01360
5	753418	753947	VIT_05s0077g00980
18	13037311	13042185	VIT_18s0001g15010
3	6119889	6124371	VIT_03s0180g00190
1	9978896	9983384	VIT_01s0026g01020
18	14116931	14117425	VIT_18s0166g00160
14	29446314	29447909	VIT_14s0108g00740
13	195175	213581	VIT_13s0067g00280
5	21221236	21223903	VIT_05s0124g00640
2	3511169	3513622	VIT_02s0025g04000
5	18933995	18935505	VIT_05s0062g00700
17	16310724	16311002	VIT_17s0053g00800
18	2291789	2294046	VIT_18s0001g01760
Un	25346801	25349936	VIT_00s0357g00110
19	19949303	19950601	VIT_19s0027g00740
16	14544699	14545650	VIT_16s0022g02090
Un	12355081	12360881	VIT_00s0207g00030
7	10473600	10474690	VIT_07s0005g05980
6	2063115	2064618	VIT_06s0004g01660
12	4360339	4361597	VIT_12s0028g03560
15	19751399	19757669	VIT_15s0046g03160
11	865731	867363	VIT_11s0016g01050
18	3879307	3882849	VIT_18s0001g04520
6	17018365	17020576	VIT_06s0009g03740
18	17398074	17400018	VIT_18s0086g00200
18	27377308	27377568	VIT_18s0041g02250
17	15139137	15144040	VIT_17s0053g00440
7	15283280	15290127	VIT_07s0205g00180
1	13836989	13837108	VIT_01s0113g00510
19	1682674	1684700	VIT_19s0014g01600
18	3900400	3905806	VIT_18s0001g04580
14	21950916	21953053	VIT_14s0083g00060
11	19174942	19180227	VIT_11s0052g01470
18	16209694	16218061	VIT_18s0076g00330
9	6265933	6266525	VIT_09s0002g06360
17	14593550	14610634	VIT_17s0053g00120
6	493776	504627	VIT_06s0004g00370
18	8847866	8850585	VIT_18s0001g10500
12	13928055	13929966	VIT_12s0055g00740
13	22263676	22269885	VIT_13s0064g00540
15	16551973	16565680	VIT_15s0048g02380
9	11997269	11998743	VIT_09s0096g00550
2	6343740	6352807	VIT_02s0012g00510
1	9458022	9476054	VIT_01s0026g00690
17	922644	925087	VIT_17s0000g01280
11	9438471	9445494	VIT_11s0037g00860
Un	18180500	18181629	VIT_00s0256g00110
2	18437675	18461078	VIT_02s0087g00850
1	13694392	13716940	VIT_01s0113g00430
13	4124877	4125295	VIT_13s0019g02960
16	20043858	20045218	VIT_16s0148g00120
8	15161601	15170227	VIT_08s0007g01060
7	16138913	16139325	VIT_07s0129g01010
19	7622514	7624400	VIT_19s0090g01530
7	13887191	13893238	VIT_07s0289g00010
1	3190826	3192777	VIT_01s0011g03520
8	292804	293637	VIT_08s0056g00140
18	11307834	11309051	VIT_18s0001g13260
13	3410221	3420302	VIT_13s0019g02090
12	19452793	19453536	VIT_12s0035g00210
6	311467	317854	VIT_06s0004g00180
7	20476712	20479266	VIT_07s0130g00180
13	16602192	16602854	VIT_13s0047g00440
4	2742983	2747026	VIT_04s0008g03290
2	7717318	7726068	VIT_02s0012g01500
15	18584141	18590463	VIT_15s0046g01740
19	1908116	1925741	VIT_19s0014g01760
16	14940190	14955349	VIT_16s0022g02330
14	16101562	16116026	VIT_14s0006g01020
11	12503302	12505054	VIT_11s0078g00290
15	9230432	9237410	VIT_15s0021g00050
12	7708822	7710848	VIT_12s0134g00160
17	1201593	1215948	VIT_17s0000g01640
18	11745491	11746246	VIT_18s0001g13740
Un	33778170	33778226	VIT_00s0663g00020
10	4121661	4123658	VIT_10s0003g02290
11	1378874	1380601	VIT_11s0016g01720
10_random	63908	70991	VIT_10s0116g00130
5	22176989	22177590	VIT_05s0102g00290
8	3378230	3385587	VIT_08s0032g00310
6	738636	743045	VIT_06s0004g00560
13	3181830	3184765	VIT_13s0019g01810
Un	25537595	25538337	VIT_00s0360g00040
19	7328364	7338314	VIT_19s0090g01270
16	484963	486636	VIT_16s0039g00870
14	24031909	24031947	VIT_14s0068g00320
5	5594162	5599680	VIT_05s0020g03930
14	29541759	29544138	VIT_14s0108g00870
13	817035	817722	VIT_13s0067g01450
10	2775850	2782935	VIT_10s0003g01400
12	18957381	18962782	VIT_12s0034g02460
15	8536231	8537790	VIT_15s0107g00340
7_random	62007	65009	VIT_07s0141g00120
14	25000024	25005896	VIT_14s0068g01230
5	3584748	3590306	VIT_05s0020g01880
7	4622799	4627018	VIT_07s0005g02250
13	7451177	7452522	VIT_13s0074g00080
10	13067670	13073590	VIT_10s0042g00250
13	22907333	22911899	VIT_13s0064g01030
18	27960688	27964968	VIT_18s0089g00220
16	11038465	11045474	VIT_16s0022g00240
14	17277976	17282444	VIT_14s0006g01380
19	15949808	15951051	VIT_19s0140g00270
4	21075094	21076024	VIT_04s0044g00350
19	8806095	8809770	VIT_19s0015g00730
16	12886853	12888231	VIT_16s0022g01120
11	6499733	6502531	VIT_11s0118g00730
5	6219079	6221684	VIT_05s0020g04430
4	8173731	8176666	VIT_04s0069g00250
6	8036795	8038646	VIT_06s0004g07310
5	23599837	23600885	VIT_05s0094g00280
1	9031047	9034077	VIT_01s0026g00320
14	30039588	30047372	VIT_14s0108g01500
11	16882164	16885827	VIT_11s0103g00760
4	21846428	21849215	VIT_04s0044g00730
16	2627226	2630001	VIT_16s0039g02440
9	16756673	16757283	VIT_09s0018g00540
4	6555567	6566185	VIT_04s0008g06590
4	22900282	22902506	VIT_04s0044g01360
2	5723377	5725314	VIT_02s0012g00110
9	6227063	6228382	VIT_09s0002g06300
19	10465771	10466458	VIT_19s0015g01760
7	15331752	15344208	VIT_07s0129g00040
1	15147671	15150593	VIT_01s0010g00420
11	1448964	1458773	VIT_11s0016g01800
9	20237025	20238708	VIT_09s0054g00060
13_random	236350	239736	VIT_13s0067g00380
9	7318152	7337035	VIT_09s0002g07290
13	6016735	6020297	VIT_13s0019g04580
4	22216318	22217379	VIT_04s0044g00930
3	8035215	8039037	VIT_03s0088g00050
5	7238291	7298156	VIT_05s0049g00190
3	3205478	3213940	VIT_03s0038g04420
3	16433627	16440521	VIT_03s0017g01020
19	8341129	8341966	VIT_19s0015g00340
8	11367705	11373285	VIT_08s0040g00420
5	20953341	20958516	VIT_05s0124g00360
17	1736368	1773113	VIT_17s0000g02140
16	1143564	1144082	VIT_16s0039g01540
16	5689883	5691189	VIT_16s0013g00510
12	6762058	6764987	VIT_12s0059g01900
13	20938716	20948513	VIT_13s0158g00050
16	19519535	19529493	VIT_16s0050g02560
2	6881520	6882848	VIT_02s0012g00960
12_random	804971	806291	VIT_12s0028g00190
1	10246455	10250001	VIT_01s0026g01230
5	6784989	6786602	VIT_05s0020g04930
18	9115364	9117349	VIT_18s0001g10850
16	16225515	16227416	VIT_16s0100g00740
15	14588978	14608661	VIT_15s0048g00490
7	9242542	9245316	VIT_07s0005g05250
11	1862470	1869755	VIT_11s0016g02290
8	12696936	12700710	VIT_08s0040g01570
1	11390774	11398466	VIT_01s0026g02020
17	15412931	15415693	VIT_17s0053g00520
16	21865986	21866725	VIT_16s0098g01800
6	19410553	19425105	VIT_06s0061g01510
17	1469383	1469937	VIT_17s0000g01880
13	21061370	21064150	VIT_13s0158g00160
17	10893474	10895655	VIT_17s0000g09330
12	9145886	9150368	VIT_12s0057g00570
18	28692246	28694490	VIT_18s0089g00870
11	6061596	6063644	VIT_11s0118g00390
5	22482002	22483571	VIT_05s0102g00550
1	22666634	22667976	VIT_01s0150g00230
13_random	3189921	3192397	VIT_13s0019g01830
9	9154299	9154565	VIT_09s0002g08350
6	12984794	12987571	VIT_06s0009g01350
16	6010674	6025849	VIT_16s0013g00680
2	17430558	17431895	VIT_02s0087g00210
6	3829805	3835140	VIT_06s0004g03090
4	1292438	1296804	VIT_04s0008g01670
3	1367294	1369340	VIT_03s0038g01970
4	663837	668521	VIT_04s0008g00750
2	1576333	1578897	VIT_02s0025g01630
17	7339197	7342279	VIT_17s0000g06760
18	15159481	15161375	VIT_18s0076g00100
14	14541465	14549488	VIT_14s0006g00560
8	20642422	20644627	VIT_08s0007g07010
4	1702698	1708632	VIT_04s0008g02090
3	10861669	10868254	VIT_03s0097g00520
19	3624910	3626699	VIT_19s0014g03490
13	3642943	3654334	VIT_13s0019g02390
10_random	604626	604823	VIT_10s0116g01170
1	1723811	1725892	VIT_01s0011g02020
17	7961939	7972463	VIT_17s0000g07160
Un	9246796	9247814	VIT_00s0187g00330
1	18001134	18011069	VIT_01s0010g01670
16	7884897	7885983	VIT_16s0013g01370
3	574493	578920	VIT_03s0038g00640
18	18028062	18028743	VIT_18s0086g00700
8	14609601	14610008	VIT_08s0007g00300
6	4132846	4141990	VIT_06s0004g03310
Un	36118668	36122239	VIT_00s0851g00020
14	18569808	18570242	VIT_14s0006g01910
10	4537656	4542843	VIT_10s0003g02580
11	15685410	15689385	VIT_11s0103g00140
11	516890	517616	VIT_11s0016g00500
7_random	242126	265940	VIT_07s0141g00420
11	19281064	19289232	VIT_11s0052g01540
4	11444365	11447026	VIT_04s0079g00650
2	7864692	7865787	VIT_02s0012g01590
12	8571724	8593425	VIT_12s0178g00140
7	1821493	1830498	VIT_07s0104g00630
9	5095320	5096737	VIT_09s0002g05350
12	7177304	7178062	VIT_12s0059g02400
7	15953091	15953886	VIT_07s0129g00700
14	19228974	19229791	VIT_14s0006g02130
8	9345848	9346871	VIT_08s0058g00400
11	17335808	17336659	VIT_11s0052g00180
Un	26187912	26189626	VIT_00s0372g00020
9	21857946	21860542	VIT_09s0054g01000
7	14787923	14790659	VIT_07s0191g00030
5	24329643	24332241	VIT_05s0094g01000
4	1715723	1721615	VIT_04s0008g02100
14	28646091	28646822	VIT_14s0066g02460
Un	26113009	26113305	VIT_00s0371g00020
8	15457147	15460090	VIT_08s0007g01380
4	19231609	19238208	VIT_04s0023g02690
1	8251573	8253756	VIT_01s0127g00870
6	9327651	9331413	VIT_06s0004g08410
19	5852014	5864139	VIT_19s0177g00020
18	159746	165435	VIT_18s0122g00120
17	3477176	3478617	VIT_17s0000g03580
Un	12846960	12878578	VIT_00s0211g00070
7	18748949	18768226	VIT_07s0031g02530
7	15585623	15585937	VIT_07s0129g00320
16	2941212	2943159	VIT_16s0039g02620
6	8163557	8166095	VIT_06s0004g07400
16	20034504	20035092	VIT_16s0148g00100
12_random	694019	695121	VIT_12s0142g00790
18	11275604	11278396	VIT_18s0001g13220
12	20475163	20477022	VIT_12s0035g00880
9	22255626	22265771	VIT_09s0054g01330
8	21681158	21706396	VIT_08s0007g08350
19	884763	893585	VIT_19s0014g00860
15	18949026	18953195	VIT_15s0046g02170
10_random	2476	5536	VIT_10s0116g00010
18	19653734	19655034	VIT_18s0072g00450
17	11978970	11993228	VIT_17s0000g09980
17	3681546	3682574	VIT_17s0000g03740
18	257291	259544	VIT_18s0122g00230
16	7738618	7750823	VIT_16s0013g01330
5	20346173	20353316	VIT_05s0124g00010
12	9272280	9273816	VIT_12s0057g00630
11	5915318	5931419	VIT_11s0118g00260
18	11640899	11647357	VIT_18s0001g13650
Un	40957204	40958295	VIT_00s2045g00010
17	10124363	10159485	VIT_17s0000g08750
3	4455483	4467024	VIT_03s0063g01030
6	11092403	11099927	VIT_06s0009g00500
13	1809332	1810939	VIT_13s0067g03280
12	3014038	3014451	VIT_12s0028g02230
Un	20590267	20590939	VIT_00s0275g00060
14	27978872	27989166	VIT_14s0066g01630
8	11471319	11478757	VIT_08s0040g00530
19	427479	430205	VIT_19s0014g00410
4	17616105	17627000	VIT_04s0023g01220
12	20551763	20552767	VIT_12s0035g00940
15	5642993	5645687	VIT_15s0045g00640
18	17966984	17967443	VIT_18s0086g00620
18	20741429	20743519	VIT_18s0072g01140
15	8377024	8378172	VIT_15s0107g00220
4	20339633	20340347	VIT_04s0023g03840
3	16377478	16379794	VIT_03s0017g01000
1	9655841	9657741	VIT_01s0026g00810
14	3462771	3464866	VIT_14s0128g00910
6	3450534	3456876	VIT_06s0004g02760
2	4681924	4682139	VIT_02s0241g00030
3	4973807	4976362	VIT_03s0063g01560
18	10523646	10524149	VIT_18s0001g12330
5	262134	271036	VIT_05s0077g00460
16	9970380	10045190	VIT_16s0013g02100
2	6675174	6677663	VIT_02s0012g00770
13	2221370	2236068	VIT_13s0019g00010
13_random	3142649	3149010	VIT_13s0019g01690
11	6748194	6749345	VIT_11s0149g00060
5	22067884	22069201	VIT_05s0102g00200
9	402340	404568	VIT_09s0002g00580
1	21966424	21967514	VIT_01s0146g00180
15	12736064	12744475	VIT_15s0021g02000
14	15833139	15834425	VIT_14s0006g00890
4	5634581	5639620	VIT_04s0008g05940
4	21370969	21372844	VIT_04s0044g00530
16	16044551	16046231	VIT_16s0100g00560
7	13969565	13971511	VIT_07s0289g00080
7	1048030	1052192	VIT_07s0151g00740
Un	19062669	19064180	VIT_00s0264g00110
8	2532260	2532970	VIT_08s0056g01600
5	18260933	18285998	VIT_05s0062g00130
Un	10794061	10795220	VIT_00s0194g00360
3	2501790	2505893	VIT_03s0038g03450
Un	27373669	27374251	VIT_00s0396g00070
7	17392845	17396114	VIT_07s0031g01300
Un	10586711	10589305	VIT_00s0194g00080
12	20776500	20788440	VIT_12s0035g01040
1	1144065	1147736	VIT_01s0011g01340
18	10818354	10822162	VIT_18s0001g12630
8	15722213	15729564	VIT_08s0007g01640
14	507473	511818	VIT_14s0060g00580
5	243890	246565	VIT_05s0077g00410
16	19193714	19194636	VIT_16s0050g02230
Un	11314311	11314727	VIT_00s0199g00290
11	7197247	7200402	VIT_11s0149g00300
17	10556974	10557542	VIT_17s0000g08980
16	21746473	21749300	VIT_16s0098g01600
6	16900213	16902698	VIT_06s0009g03620
2	2079388	2090859	VIT_02s0025g02340
Un	18079120	18099336	VIT_00s0256g00030
4	11494448	11499204	VIT_04s0079g00680
3	4012517	4015000	VIT_03s0063g00450
17	4277762	4305657	VIT_17s0000g04160
14	661264	665339	VIT_14s0060g00820
5	21896852	21908866	VIT_05s0102g00080
2	1690753	1698172	VIT_02s0025g01800
1	9833659	9866962	VIT_01s0026g00930
11	8219091	8219617	VIT_11s0037g00420
Un	31037102	31038623	VIT_00s0515g00050
8	21762023	21762811	VIT_08s0007g08400
9	5954763	5956961	VIT_09s0002g06130
8	18395019	18396364	VIT_08s0007g04460
16	21629131	21632027	VIT_16s0098g01410
4	18815168	18816492	VIT_04s0023g02320
Un	12952242	12959764	VIT_00s0211g00120
3	14035515	14036214	VIT_03s0017g00020
1	5548157	5552540	VIT_01s0011g05780
18	11311350	11316053	VIT_18s0001g13270
3_random	342231	344293	VIT_03s0038g00360
Un	33706921	33707610	VIT_00s0658g00010
8	19635887	19649003	VIT_08s0007g05710
18	13312158	13313392	VIT_18s0001g15220
6	15960389	15960824	VIT_06s0009g02930
1	812008	816090	VIT_01s0011g00960
12	7768803	7769369	VIT_12s0134g00240
18	4751168	4752609	VIT_18s0001g06350
Un	10776919	10778023	VIT_00s0194g00330
9	12635987	12636292	VIT_09s0096g00920
8	20986896	20994138	VIT_08s0007g07460
17	201292	212911	VIT_17s0000g00310
2	1813641	1814163	VIT_02s0025g01990
15	5327816	5328502	VIT_15s0045g00460
7	6641437	6645697	VIT_07s0005g03720
4	18116496	18126475	VIT_04s0023g01580
15	4104677	4105142	VIT_15s0024g01950
11	7448706	7453212	VIT_11s0206g00110
14	28895798	28901140	VIT_14s0108g00080
7	2590288	2601320	VIT_07s0104g01610
Un	11869351	11875353	VIT_00s0203g00060
16	16121444	16122777	VIT_16s0100g00630
15	14426706	14436333	VIT_15s0048g00300
11	16593915	16604330	VIT_11s0103g00550
17	4225585	4226928	VIT_17s0000g04130
8	13981646	13986564	VIT_08s0040g02980
15	20139683	20144426	VIT_15s0046g03620
11	9959777	9979943	VIT_11s0037g01040
Un	12502405	12503236	VIT_00s0207g00180
8	15993130	15995391	VIT_08s0007g01920
Un	10656114	10656971	VIT_00s0194g00160
1	543821	549831	VIT_01s0011g00590
16	16113369	16117083	VIT_16s0100g00620
6	2106891	2107308	VIT_06s0004g01710
8	11673290	11682299	VIT_08s0040g00740
14	4023883	4025103	VIT_14s0030g00190
1	573650	579327	VIT_01s0011g00640
10	5306982	5309170	VIT_10s0003g03170
14	24844788	24881775	VIT_14s0068g01090
4	20077191	20079804	VIT_04s0023g03510
6	705627	713108	VIT_06s0004g00530
Un	25357331	25358057	VIT_00s0357g00130
11	8058966	8066369	VIT_11s0037g00280
11	18535886	18537135	VIT_11s0052g00900
4	3298715	3326185	VIT_04s0008g03960
1	397196	400518	VIT_01s0011g00380
8	13306978	13307971	VIT_08s0040g02190
2	7544356	7545179	VIT_02s0012g01390
11	629393	640201	VIT_11s0016g00640
8	13426948	13427741	VIT_08s0040g02340
6	7599705	7605513	VIT_06s0004g06870
18	29199470	29199682	VIT_18s0089g01290
16	10127600	10130024	VIT_16s0013g02150
2	12530482	12531853	VIT_02s0109g00190
18	5446002	5448150	VIT_18s0001g07200
10	12874830	12899433	VIT_10s0042g00140
5	4262585	4264943	VIT_05s0020g02580
1	6998059	7007581	VIT_01s0137g00510
10	3495078	3505871	VIT_10s0003g01950
3	3944527	3947231	VIT_03s0063g00380
6	5713179	5714445	VIT_06s0004g04790
12	12755782	12756564	VIT_12s0055g00170
1	4928289	4929522	VIT_01s0011g05310
4	1104486	1110866	VIT_04s0008g01350
3	11895010	11895363	VIT_03s0132g00370
2	8161666	8163969	VIT_02s0012g01760
19	22386904	22387389	VIT_19s0085g00070
Un	31051405	31053065	VIT_00s0516g00010
17	3056031	3056556	VIT_17s0000g03150
Un	39857122	39862035	VIT_00s1618g00010
15	11203877	11207272	VIT_15s0021g01150
10	5557431	5558746	VIT_10s0003g03350
18	28949936	28951701	VIT_18s0089g01080
2	6499783	6503935	VIT_02s0012g00600
6	3865213	3870086	VIT_06s0004g03120
5	10923365	10923571	VIT_05s0051g00370
2	1128686	1137348	VIT_02s0025g01170
9	7129529	7134495	VIT_09s0002g07190
14	1929561	1955813	VIT_14s0060g02350
16	19171524	19172429	VIT_16s0050g02210
16	11982574	11990706	VIT_16s0022g00640
3	3675484	3677962	VIT_03s0063g00120
15	2137478	2137761	VIT_15s0024g01090
19	21142903	21145741	VIT_19s0027g01210
15	14760036	14760500	VIT_15s0048g00610
10	655491	656786	VIT_10s0116g01270
13	23880367	23882812	VIT_13s0156g00130
Un	32986078	32989529	VIT_00s0615g00030
6	16481600	16484971	VIT_06s0009g03250
Un	39511798	39512875	VIT_00s1536g00010
7	4650904	4654154	VIT_07s0005g02270
1	23002533	23021414	VIT_01s0150g00640
15	8797484	8799057	VIT_15s0107g00470
8	21643656	21648917	VIT_08s0007g08300
15	11181159	11185013	VIT_15s0021g01140
12	17094927	17095835	VIT_12s0034g01150
13	22587637	22587964	VIT_13s0064g00800
13	20387237	20393292	VIT_13s0139g00150
4	3451691	3463259	VIT_04s0008g04120
11	16926514	16932856	VIT_11s0052g00030
3	5641144	5657126	VIT_03s0063g02410
10	4494287	4500619	VIT_10s0003g02540
10	9023676	9026376	VIT_10s0003g05060
6	17991854	17994476	VIT_06s0061g00530
9	4487070	4489307	VIT_09s0002g04890
4	22732921	22740099	VIT_04s0044g01240
17	1369474	1381475	VIT_17s0000g01830
4	6608918	6615568	VIT_04s0008g06630
Un	26178737	26180558	VIT_00s0371g00110
16	16710107	16711898	VIT_16s0100g01200
7	12283370	12285793	VIT_07s0095g00010
8	4282716	4284240	VIT_08s0032g00760
7_random	52369	53027	VIT_07s0141g00080
13	4100368	4100849	VIT_13s0019g02900
10	12993694	12993789	VIT_10s0042g00190
3	702486	704460	VIT_03s0038g00880
1	6214722	6217246	VIT_01s0011g06400
18	1477309	1491529	VIT_18s0001g00720
19	5950752	5951119	VIT_19s0177g00120
17	1246600	1250561	VIT_17s0000g01690
16	14671328	14672864	VIT_16s0022g02190
16	20038526	20041227	VIT_16s0148g00110
19	8940759	8945633	VIT_19s0015g00830
2	3392461	3394348	VIT_02s0025g03860
15	14396828	14399794	VIT_15s0048g00270
11	4212374	4212886	VIT_11s0016g04900
9	10196125	10196879	VIT_09s0002g08810
8	9468378	9469243	VIT_08s0058g00470
6	8070873	8071976	VIT_06s0004g07330
2	3513811	3520687	VIT_02s0025g04010
14	15537424	15537825	VIT_14s0006g00800
18	18987545	19001784	VIT_18s0157g00180
1	3668907	3670738	VIT_01s0011g04010
9	2362001	2362162	VIT_09s0002g02580
2	3670653	3678402	VIT_02s0025g04150
8	395846	398213	VIT_08s0056g00260
16	18732093	18733566	VIT_16s0050g01780
16	16850938	16852154	VIT_16s0050g00010
16	8729918	8731307	VIT_16s0013g01740
5	878161	879142	VIT_05s0077g01140
7	447095	449091	VIT_07s0141g00780
12	5058289	5059808	VIT_12s0059g00140
Un	12418523	12436018	VIT_00s0207g00090
18	23364590	23402135	VIT_18s0117g00190
13	3261036	3269087	VIT_13s0019g01960
19	17767777	17774879	VIT_19s0093g00590
18	10174236	10175399	VIT_18s0001g11930
18	4494490	4503957	VIT_18s0001g05800
12	3376397	3379249	VIT_12s0028g02610
17	592748	596787	VIT_17s0000g00900
12	21292487	21293159	VIT_12s0035g01440
18	24495665	24495942	VIT_18s0041g00150
Un	35798947	35802269	VIT_00s0824g00010
2	6868981	6869682	VIT_02s0012g00940
3	531852	544775	VIT_03s0038g00610
19	8052648	8054364	VIT_19s0015g00080
16	19262380	19269668	VIT_16s0050g02350
3	4027232	4030513	VIT_03s0063g00480
17	4142905	4144453	VIT_17s0000g04060
3	9414656	9433536	VIT_03s0088g01170
1	1989810	1993774	VIT_01s0011g02260
9	19525559	19533404	VIT_09s0018g01930
14	23295051	23298839	VIT_14s0083g01010
19	1048149	1053488	VIT_19s0014g01000
19	3098168	3108697	VIT_19s0014g02990
Un	42271127	42272698	VIT_00s2531g00010
5	21208743	21210050	VIT_05s0124g00610
14	25056097	25060280	VIT_14s0068g01330
13	3480956	3487704	VIT_13s0019g02210
2	5390430	5392098	VIT_02s0154g00620
1	22277030	22278224	VIT_01s0146g00410
19	19553944	19559100	VIT_19s0027g00550
13	4195524	4196187	VIT_13s0019g03090
15	15176926	15179428	VIT_15s0048g01060
6	12920298	12920903	VIT_06s0009g01250
10	15163093	15163457	VIT_10s0042g01190
6	4826959	4827349	VIT_06s0004g03890
15	17141519	17142919	VIT_15s0046g00060
14	28935832	28941505	VIT_14s0108g00140
9_random	153668	154065	VIT_09s0002g00160
Un	43161347	43163342	VIT_00s2864g00010
19	18754247	18762904	VIT_19s0027g00220
5	8615230	8617908	VIT_05s0049g01360
3	5016787	5018886	VIT_03s0063g01650
11	9016105	9019990	VIT_11s0037g00690
17	2495970	2498824	VIT_17s0000g02680
6	17082487	17082723	VIT_06s0009g03760
5	1602118	1614367	VIT_05s0077g02080
11	4628147	4628995	VIT_11s0016g05290
7	17531802	17539789	VIT_07s0031g01440
11	886266	888305	VIT_11s0016g01090
14	30027477	30028846	VIT_14s0108g01460
14	22568746	22570772	VIT_14s0083g00520
14	18161654	18163437	VIT_14s0006g01690
10	7439882	7440995	VIT_10s0003g04350
3	5548105	5553959	VIT_03s0063g02290
13	838418	844898	VIT_13s0067g01500
12	8182405	8184488	VIT_12s0134g00560
4	710301	715145	VIT_04s0008g00830
2	3615423	3627300	VIT_02s0025g04100
Un	38565725	38567653	VIT_00s1326g00010
5	15844995	15846695	VIT_05s0029g00690
13	21440954	21449211	VIT_13s0064g00010
19	1394645	1398990	VIT_19s0014g01310
12	4750877	4751306	VIT_12s0028g03900
6	16108368	16109243	VIT_06s0009g03050
6	3063380	3064280	VIT_06s0004g02550
14	19549773	19555264	VIT_14s0006g02220
8	15334228	15340962	VIT_08s0007g01220
13	13126546	13128411	VIT_13s0073g00080
3	5768191	5771378	VIT_03s0063g02530
14	27247307	27261360	VIT_14s0066g00790
1	3175430	3178998	VIT_01s0011g03500
13	1316883	1317689	VIT_13s0067g02390
19	4233865	4234385	VIT_19s0014g04010
17	1351793	1354947	VIT_17s0000g01820
17	8993307	8996192	VIT_17s0000g08010
15	17233786	17234578	VIT_15s0046g00200
19	8370546	8373724	VIT_19s0015g00390
10	4934999	4937597	VIT_10s0003g02850
9	12813488	12814502	VIT_09s0070g00010
2	6130888	6146577	VIT_02s0012g00370
17	1518455	1526360	VIT_17s0000g01950
14	20630799	20631864	VIT_14s0006g02660
6	7163946	7166617	VIT_06s0004g06420
10	17242514	17276256	VIT_10s0071g00750
13	3051355	3054054	VIT_13s0019g01510
2	16688368	16693722	VIT_02s0033g01300
5	8046871	8048411	VIT_05s0049g01020
